SampleID	Shannon	Project	Run_accession	Treatment	Author	Fungicide_type	Duration	Dose	Type
SRR22015345	4.03130866316291	project4	SRR22015345	Treated	Sim et al., 2166	Triazole	45	2	ITS
SRR22015346	2.59608188962964	project4	SRR22015346	Treated	Sim et al., 2133	Triazole	45	2	ITS
SRR22015348	3.2749011547342	project4	SRR22015348	Treated	Sim et al., 2234	Triazole	45	2	ITS
SRR22015349	3.9699156608243	project4	SRR22015349	Treated	Sim et al., 2243	Triazole	45	2	ITS
SRR22015350	3.94559857181798	project4	SRR22015350	Treated	Sim et al., 2245	Triazole	45	2	ITS
SRR22015351	4.18794167518767	project4	SRR22015351	Treated	Sim et al., 2208	Triazole	45	2	ITS
SRR22015353	4.32571271371334	project4	SRR22015353	Treated	Sim et al., 2217	Triazole	45	2	ITS
SRR22015354	4.40598030594472	project4	SRR22015354	Treated	Sim et al., 2219	Triazole	45	2	ITS
SRR22015355	4.28374324239492	project4	SRR22015355	Treated	Sim et al., 2182	Triazole	45	2	ITS
SRR22015356	4.48048716964353	project4	SRR22015356	Treated	Sim et al., 2191	Triazole	45	2	ITS
SRR22015357	3.94113341266887	project4	SRR22015357	Treated	Sim et al., 2193	Triazole	45	2	ITS
SRR22015358	4.16815351120252	project4	SRR22015358	Treated	Sim et al., 2156	Triazole	45	2	ITS
SRR22015359	2.69481492573246	project4	SRR22015359	Treated	Sim et al., 2165	Triazole	45	2	ITS
SRR22015364	3.12121704054361	project4	SRR22015364	Treated	Sim et al., 2255	Triazole	45	2	ITS
SRR22015365	3.60673099753712	project4	SRR22015365	Treated	Sim et al., 2229	Triazole	45	2	ITS
SRR22015366	3.28394924659189	project4	SRR22015366	Treated	Sim et al., 2203	Triazole	45	2	ITS
SRR22015367	3.40155171128705	project4	SRR22015367	Treated	Sim et al., 2177	Triazole	45	2	ITS
SRR22015368	4.33661663484044	project4	SRR22015368	Treated	Sim et al., 2151	Triazole	45	2	ITS
SRR22015369	3.30069315387295	project4	SRR22015369	Treated	Sim et al., 2125	Triazole	45	2	ITS
SRR22015370	3.77983183327304	project4	SRR22015370	Control	Sim et al., 2099	Triazole	45	2	ITS
SRR22015372	4.31982400475434	project4	SRR22015372	Control	Sim et al., 2071	Triazole	45	2	ITS
SRR22015373	4.14747874904177	project4	SRR22015373	Control	Sim et al., 2065	Triazole	45	2	ITS
SRR22015374	3.61032858038823	project4	SRR22015374	Control	Sim et al., 2052	Triazole	45	2	ITS
SRR22015375	3.7781333747143	project4	SRR22015375	Control	Sim et al., 2047	Triazole	45	2	ITS
SRR22015376	3.92388639387308	project4	SRR22015376	Control	Sim et al., 2041	Triazole	45	2	ITS
SRR22015377	3.92307989881621	project4	SRR22015377	Control	Sim et al., 2028	Triazole	45	2	ITS
SRR22015378	3.70544078481078	project4	SRR22015378	Control	Sim et al., 2023	Triazole	45	2	ITS
SRR22015389	4.24832614803899	project4	SRR22015389	Treated	Sim et al., 2238	Triazole	45	2	ITS
SRR22015390	3.67343630833757	project4	SRR22015390	Treated	Sim et al., 2242	Triazole	45	2	ITS
SRR22015391	3.92802803957083	project4	SRR22015391	Treated	Sim et al., 2246	Triazole	45	2	ITS
SRR22015392	3.56580209347468	project4	SRR22015392	Treated	Sim et al., 2212	Triazole	45	2	ITS
SRR22015394	4.16203353154666	project4	SRR22015394	Treated	Sim et al., 2216	Triazole	45	2	ITS
SRR22015508	3.85561625831315	project4	SRR22015508	Treated	Sim et al., 2249	Triazole	45	2	ITS
SRR22015509	3.96899381462391	project4	SRR22015509	Treated	Sim et al., 2236	Triazole	45	2	ITS
SRR22015510	4.0480413682902	project4	SRR22015510	Treated	Sim et al., 2231	Triazole	45	2	ITS
SRR22015511	4.3611141033495	project4	SRR22015511	Treated	Sim et al., 2223	Triazole	45	2	ITS
SRR22015512	3.19876097890948	project4	SRR22015512	Treated	Sim et al., 2210	Triazole	45	2	ITS
SRR22015513	3.82955632446179	project4	SRR22015513	Treated	Sim et al., 2205	Triazole	45	2	ITS
SRR22015514	4.10860141308634	project4	SRR22015514	Treated	Sim et al., 2197	Triazole	45	2	ITS
SRR22015515	2.99349186317078	project4	SRR22015515	Treated	Sim et al., 2184	Triazole	45	2	ITS
SRR22015516	3.9409365386047	project4	SRR22015516	Treated	Sim et al., 2179	Triazole	45	2	ITS
SRR22015517	4.1583016374128	project4	SRR22015517	Treated	Sim et al., 2171	Triazole	45	2	ITS
SRR22015519	3.76600549547288	project4	SRR22015519	Treated	Sim et al., 2158	Triazole	45	2	ITS
SRR22015520	4.15395570966994	project4	SRR22015520	Treated	Sim et al., 2153	Triazole	45	2	ITS
SRR22015521	3.98496695831612	project4	SRR22015521	Treated	Sim et al., 2145	Triazole	45	2	ITS
SRR22015522	3.78000535657552	project4	SRR22015522	Treated	Sim et al., 2132	Triazole	45	2	ITS
SRR22015523	3.79417570088887	project4	SRR22015523	Treated	Sim et al., 2127	Triazole	45	2	ITS
SRR22015524	3.78991291353811	project4	SRR22015524	Treated	Sim et al., 2119	Triazole	45	2	ITS
SRR22015525	4.49118061645628	project4	SRR22015525	Treated	Sim et al., 2106	Triazole	45	2	ITS
SRR22015526	3.64162944413368	project4	SRR22015526	Treated	Sim et al., 2101	Triazole	45	2	ITS
SRR22015527	3.82526079801313	project4	SRR22015527	Control	Sim et al., 2089	Triazole	45	2	ITS
SRR22015528	3.75224048868091	project4	SRR22015528	Control	Sim et al., 2076	Triazole	45	2	ITS
SRR22015529	4.79705483181321	project4	SRR22015529	Treated	Sim et al., 2129	Triazole	45	2	ITS
SRR22015530	4.24005546096991	project4	SRR22015530	Treated	Sim et al., 2144	Triazole	45	2	ITS
SRR22015531	4.08883612036616	project4	SRR22015531	Treated	Sim et al., 2137	Triazole	45	2	ITS
SRR22015649	4.10635501032953	project4	SRR22015649	Treated	Sim et al., 2128	Triazole	45	2	ITS
SRR22015650	2.65638518777488	project4	SRR22015650	Treated	Sim et al., 2140	Triazole	45	2	ITS
SRR22015651	3.6261329998309	project4	SRR22015651	Treated	Sim et al., 2107	Triazole	45	2	ITS
SRR22015652	3.62226021607923	project4	SRR22015652	Treated	Sim et al., 2102	Triazole	45	2	ITS
SRR22015653	3.1167361698347	project4	SRR22015653	Treated	Sim et al., 2114	Triazole	45	2	ITS
SRR22015654	2.98915566592818	project4	SRR22015654	Control	Sim et al., 2077	Triazole	45	2	ITS
SRR22015655	3.59104702134735	project4	SRR22015655	Control	Sim et al., 2072	Triazole	45	2	ITS
SRR22015657	3.38300736416472	project4	SRR22015657	Control	Sim et al., 2084	Triazole	45	2	ITS
SRR22015658	3.4251935939169	project4	SRR22015658	Control	Sim et al., 2053	Triazole	45	2	ITS
SRR22015659	3.5094538904656	project4	SRR22015659	Control	Sim et al., 2048	Triazole	45	2	ITS
SRR22015660	3.20155601419298	project4	SRR22015660	Control	Sim et al., 2060	Triazole	45	2	ITS
SRR22015661	3.22724496176813	project4	SRR22015661	Control	Sim et al., 2029	Triazole	45	2	ITS
SRR22015663	3.18388918795246	project4	SRR22015663	Control	Sim et al., 2036	Triazole	45	2	ITS
SRR22015683	4.17480629548713	project4	SRR22015683	Treated	Sim et al., 2233	Triazole	45	2	ITS
SRR22015684	4.18575299377688	project4	SRR22015684	Treated	Sim et al., 2248	Triazole	45	2	ITS
SRR22015685	4.32323683539193	project4	SRR22015685	Treated	Sim et al., 2241	Triazole	45	2	ITS
SRR22015686	4.2839427455515	project4	SRR22015686	Treated	Sim et al., 2207	Triazole	45	2	ITS
SRR22015687	4.24236197710726	project4	SRR22015687	Treated	Sim et al., 2222	Triazole	45	2	ITS
SRR22015688	4.24932033018468	project4	SRR22015688	Treated	Sim et al., 2215	Triazole	45	2	ITS
SRR22015689	4.42067246833467	project4	SRR22015689	Treated	Sim et al., 2181	Triazole	45	2	ITS
SRR22015690	4.53480236869906	project4	SRR22015690	Treated	Sim et al., 2196	Triazole	45	2	ITS
SRR22015693	4.32625606949819	project4	SRR22015693	Treated	Sim et al., 2189	Triazole	45	2	ITS
SRR22015694	4.36475255971406	project4	SRR22015694	Treated	Sim et al., 2155	Triazole	45	2	ITS
SRR22015695	3.69216372157091	project4	SRR22015695	Treated	Sim et al., 2170	Triazole	45	2	ITS
SRR22015696	4.60429602190776	project4	SRR22015696	Treated	Sim et al., 2163	Triazole	45	2	ITS
SRR22015754	3.98437841368268	project4	SRR22015754	Control	Sim et al., 2097	Triazole	45	2	ITS
SRR22015755	2.9313881118149	project4	SRR22015755	Control	Sim et al., 2095	Triazole	45	2	ITS
SRR22015761	3.71414655199063	project4	SRR22015761	Treated	Sim et al., 2256	Triazole	45	2	ITS
SRR22015762	3.58996603758534	project4	SRR22015762	Treated	Sim et al., 2230	Triazole	45	2	ITS
SRR22015763	3.32804381985687	project4	SRR22015763	Treated	Sim et al., 2204	Triazole	45	2	ITS
SRR22015764	3.95785440674573	project4	SRR22015764	Treated	Sim et al., 2178	Triazole	45	2	ITS
SRR22015765	3.96793435841251	project4	SRR22015765	Treated	Sim et al., 2152	Triazole	45	2	ITS
SRR22015766	3.73750954312655	project4	SRR22015766	Treated	Sim et al., 2126	Triazole	45	2	ITS
SRR22015767	3.96121259464377	project4	SRR22015767	Control	Sim et al., 2100	Triazole	45	2	ITS
SRR22015768	3.86454790059634	project4	SRR22015768	Control	Sim et al., 2098	Triazole	45	2	ITS
SRR22015770	3.9763750368491	project4	SRR22015770	Control	Sim et al., 2096	Triazole	45	2	ITS
SRR22015778	4.29013845357135	project4	SRR22015778	Treated	Sim et al., 2220	Triazole	45	2	ITS
SRR22015779	3.48556289436268	project4	SRR22015779	Treated	Sim et al., 2186	Triazole	45	2	ITS
SRR22015780	3.32227307688993	project4	SRR22015780	Treated	Sim et al., 2190	Triazole	45	2	ITS
SRR22015781	3.57948340436043	project4	SRR22015781	Treated	Sim et al., 2194	Triazole	45	2	ITS
SRR22015782	3.63707953588793	project4	SRR22015782	Treated	Sim et al., 2160	Triazole	45	2	ITS
SRR22015783	3.64446066938702	project4	SRR22015783	Treated	Sim et al., 2164	Triazole	45	2	ITS
SRR22015784	3.51903199835884	project4	SRR22015784	Treated	Sim et al., 2168	Triazole	45	2	ITS
SRR22015785	3.92323547753717	project4	SRR22015785	Treated	Sim et al., 2134	Triazole	45	2	ITS
SRR22015786	3.90879096900021	project4	SRR22015786	Treated	Sim et al., 2138	Triazole	45	2	ITS
SRR22015788	4.05748883503778	project4	SRR22015788	Treated	Sim et al., 2142	Triazole	45	2	ITS
SRR22015789	4.13674033188318	project4	SRR22015789	Treated	Sim et al., 2108	Triazole	45	2	ITS
SRR22015790	4.05699744129773	project4	SRR22015790	Treated	Sim et al., 2112	Triazole	45	2	ITS
SRR22015791	4.22218877378533	project4	SRR22015791	Treated	Sim et al., 2116	Triazole	45	2	ITS
SRR22015792	3.89985640100578	project4	SRR22015792	Control	Sim et al., 2078	Triazole	45	2	ITS
SRR22015793	4.27182884526673	project4	SRR22015793	Control	Sim et al., 2082	Triazole	45	2	ITS
SRR22015794	3.80005257444718	project4	SRR22015794	Control	Sim et al., 2086	Triazole	45	2	ITS
SRR22015795	3.95005359327484	project4	SRR22015795	Control	Sim et al., 2054	Triazole	45	2	ITS
SRR22015796	4.47819765725746	project4	SRR22015796	Control	Sim et al., 2058	Triazole	45	2	ITS
SRR22015797	3.88106582619523	project4	SRR22015797	Control	Sim et al., 2062	Triazole	45	2	ITS
SRR22015799	3.99905841584318	project4	SRR22015799	Control	Sim et al., 2030	Triazole	45	2	ITS
SRR22015800	3.78688357191597	project4	SRR22015800	Control	Sim et al., 2034	Triazole	45	2	ITS
SRR22015801	4.30942182241285	project4	SRR22015801	Control	Sim et al., 2038	Triazole	45	2	ITS
CRR190744	5.88246382130965	project5	CRR190744	Control	Chuang et al., 2021	Benzimidazole	14	2	16S
CRR190745	4.71830205737873	project5	CRR190745	Control	Chuang et al., 2022	Benzimidazole	14	2	16S
CRR190746	4.08619071396927	project5	CRR190746	Control	Chuang et al., 2023	Benzimidazole	14	2	16S
CRR190747	5.40449229093898	project5	CRR190747	Control	Chuang et al., 2024	Benzimidazole	14	2	16S
CRR190748	4.68249093120556	project5	CRR190748	Control	Chuang et al., 2025	Benzimidazole	14	2	16S
CRR190749	3.2398490869096	project5	CRR190749	Control	Chuang et al., 2026	Benzimidazole	14	2	16S
CRR190750	5.51118287679759	project5	CRR190750	Control	Chuang et al., 2027	Benzimidazole	14	2	16S
CRR190751	4.60501195073376	project5	CRR190751	Control	Chuang et al., 2028	Benzimidazole	14	2	16S
CRR190752	3.42730084101562	project5	CRR190752	Control	Chuang et al., 2029	Benzimidazole	14	2	16S
CRR190753	4.82564413107625	project5	CRR190753	Treated	Chuang et al., 2030	Benzimidazole	14	2	16S
CRR190754	2.95924095303923	project5	CRR190754	Treated	Chuang et al., 2031	Benzimidazole	14	2	16S
CRR190755	4.71031860674907	project5	CRR190755	Treated	Chuang et al., 2032	Benzimidazole	14	2	16S
CRR190756	3.02611394732539	project5	CRR190756	Treated	Chuang et al., 2033	Benzimidazole	14	2	16S
CRR190757	4.17156641772748	project5	CRR190757	Treated	Chuang et al., 2034	Benzimidazole	14	2	16S
CRR190758	3.0658810336288	project5	CRR190758	Treated	Chuang et al., 2035	Benzimidazole	14	2	16S
CRR190759	4.78654492403384	project5	CRR190759	Treated	Chuang et al., 2036	Benzimidazole	14	2	16S
CRR190760	3.11904100259688	project5	CRR190760	Treated	Chuang et al., 2037	Benzimidazole	14	2	16S
CRR190761	4.2970187540371	project5	CRR190761	Treated	Chuang et al., 2038	Benzimidazole	14	2	16S
CRR190762	2.32566360626367	project5	CRR190762	Treated	Chuang et al., 2039	Benzimidazole	14	2	16S
CRR190763	4.5232789475788	project5	CRR190763	Treated	Chuang et al., 2040	Benzimidazole	14	2	16S
CRR190764	2.67494455973232	project5	CRR190764	Treated	Chuang et al., 2041	Benzimidazole	14	2	16S
CRR190765	4.02148585655004	project5	CRR190765	Control	Chuang et al., 2042	Benzimidazole	14	2	16S
CRR190766	3.43617450182185	project5	CRR190766	Control	Chuang et al., 2043	Benzimidazole	14	2	16S
CRR190767	4.25214589618279	project5	CRR190767	Control	Chuang et al., 2044	Benzimidazole	14	2	16S
CRR190768	4.00973698999149	project5	CRR190768	Control	Chuang et al., 2045	Benzimidazole	14	2	16S
CRR190769	4.04627209455143	project5	CRR190769	Control	Chuang et al., 2046	Benzimidazole	14	2	16S
CRR190770	4.39538928800126	project5	CRR190770	Control	Chuang et al., 2047	Benzimidazole	14	2	16S
CRR190771	3.17669470355392	project5	CRR190771	Control	Chuang et al., 2048	Benzimidazole	14	2	16S
CRR190772	3.64931780902817	project5	CRR190772	Control	Chuang et al., 2049	Benzimidazole	14	2	16S
CRR190773	4.60040702297152	project5	CRR190773	Control	Chuang et al., 2050	Benzimidazole	14	2	16S
CRR190774	2.75668951879162	project5	CRR190774	Treated	Chuang et al., 2051	Benzimidazole	14	2	16S
CRR190776	2.71794816680263	project5	CRR190776	Treated	Chuang et al., 2053	Benzimidazole	14	2	16S
CRR190777	2.00900857292894	project5	CRR190777	Treated	Chuang et al., 2054	Benzimidazole	14	2	16S
CRR190778	2.81538691895163	project5	CRR190778	Treated	Chuang et al., 2055	Benzimidazole	14	2	16S
CRR190779	2.27864557938929	project5	CRR190779	Treated	Chuang et al., 2056	Benzimidazole	14	2	16S
CRR190780	3.34234072967118	project5	CRR190780	Treated	Chuang et al., 2057	Benzimidazole	14	2	16S
CRR190781	2.26341571946198	project5	CRR190781	Treated	Chuang et al., 2058	Benzimidazole	14	2	16S
CRR190782	3.46732114584073	project5	CRR190782	Treated	Chuang et al., 2059	Benzimidazole	14	2	16S
CRR190783	2.68192191093114	project5	CRR190783	Treated	Chuang et al., 2060	Benzimidazole	14	2	16S
CRR190784	3.75757191117257	project5	CRR190784	Treated	Chuang et al., 2061	Benzimidazole	14	2	16S
CRR190785	2.46037833278952	project5	CRR190785	Treated	Chuang et al., 2062	Benzimidazole	14	2	16S
CRR190786	5.08593138073182	project5	CRR190786	Control	Chuang et al., 2021	Benzimidazole	14	2	ITS
CRR190787	3.71371635162447	project5	CRR190787	Control	Chuang et al., 2022	Benzimidazole	14	2	ITS
CRR190788	4.51184201756837	project5	CRR190788	Control	Chuang et al., 2023	Benzimidazole	14	2	ITS
CRR190789	4.16592518910359	project5	CRR190789	Control	Chuang et al., 2024	Benzimidazole	14	2	ITS
CRR190790	4.19454816289121	project5	CRR190790	Control	Chuang et al., 2025	Benzimidazole	14	2	ITS
CRR190791	4.72271816164782	project5	CRR190791	Control	Chuang et al., 2026	Benzimidazole	14	2	ITS
CRR190792	4.43378152210259	project5	CRR190792	Control	Chuang et al., 2027	Benzimidazole	14	2	ITS
CRR190793	4.47815527944875	project5	CRR190793	Control	Chuang et al., 2028	Benzimidazole	14	2	ITS
CRR190794	5.05099102894176	project5	CRR190794	Control	Chuang et al., 2029	Benzimidazole	14	2	ITS
CRR190795	5.11752054310219	project5	CRR190795	Treated	Chuang et al., 2030	Benzimidazole	14	2	ITS
CRR190796	5.00614796374263	project5	CRR190796	Treated	Chuang et al., 2031	Benzimidazole	14	2	ITS
CRR190797	4.70189734874937	project5	CRR190797	Treated	Chuang et al., 2032	Benzimidazole	14	2	ITS
CRR190798	4.36196109143419	project5	CRR190798	Treated	Chuang et al., 2033	Benzimidazole	14	2	ITS
CRR190799	4.51064307273023	project5	CRR190799	Treated	Chuang et al., 2034	Benzimidazole	14	2	ITS
CRR190800	4.93292287480831	project5	CRR190800	Treated	Chuang et al., 2035	Benzimidazole	14	2	ITS
CRR190801	4.94049349356764	project5	CRR190801	Treated	Chuang et al., 2036	Benzimidazole	14	2	ITS
CRR190802	4.12045672803079	project5	CRR190802	Treated	Chuang et al., 2037	Benzimidazole	14	2	ITS
CRR190803	5.15855008155689	project5	CRR190803	Treated	Chuang et al., 2038	Benzimidazole	14	2	ITS
CRR190804	4.35747583416488	project5	CRR190804	Treated	Chuang et al., 2039	Benzimidazole	14	2	ITS
CRR190805	4.99972177908395	project5	CRR190805	Treated	Chuang et al., 2040	Benzimidazole	14	2	ITS
CRR190806	4.24715148386131	project5	CRR190806	Treated	Chuang et al., 2041	Benzimidazole	14	2	ITS
CRR190807	4.50020439322027	project5	CRR190807	Control	Chuang et al., 2042	Benzimidazole	14	2	ITS
CRR190808	4.66907816672605	project5	CRR190808	Control	Chuang et al., 2043	Benzimidazole	14	2	ITS
CRR190812	4.38898687033027	project5	CRR190812	Control	Chuang et al., 2047	Benzimidazole	14	2	ITS
CRR190813	4.69658149328082	project5	CRR190813	Control	Chuang et al., 2048	Benzimidazole	14	2	ITS
CRR190814	4.10820477416403	project5	CRR190814	Control	Chuang et al., 2049	Benzimidazole	14	2	ITS
CRR190816	5.11387742195904	project5	CRR190816	Treated	Chuang et al., 2051	Benzimidazole	14	2	ITS
CRR190817	4.23808322878093	project5	CRR190817	Treated	Chuang et al., 2052	Benzimidazole	14	2	ITS
CRR190823	4.83359464559345	project5	CRR190823	Treated	Chuang et al., 2058	Benzimidazole	14	2	ITS
